Name,Extension,Size_MB,Size_Bytes,RelativePath,FullPath,WebsiteCategory,Subcategory,PlannedUse
gejala_piston_mobil_rusak_dealer_suzuki3567.JPG,.jpg,0.028,29069,cms.suzukihyperlocal.com\gejala_piston_mobil_rusak_dealer_suzuki3567.JPG,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\gejala_piston_mobil_rusak_dealer_suzuki3567.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
Granite-S-PRESSO950b.webp,.webp,0.055,57500,cms.suzukihyperlocal.com\Granite-S-PRESSO950b.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Granite-S-PRESSO950b.webp,S_PRESSO,Product asset,Product page + catalog
hero-new8d3e.webp,.webp,0.437,458006,cms.suzukihyperlocal.com\hero-new8d3e.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\hero-new8d3e.webp,PROMO_HERO_BANNER,Banner/hero,Homepage/promo
hero8e3d.webp,.webp,0.402,421776,cms.suzukihyperlocal.com\hero8e3d.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\hero8e3d.webp,PROMO_HERO_BANNER,Banner/hero,Homepage/promo after visual review
IGe026.jpg,.jpg,0.513,537458,cms.suzukihyperlocal.com\IGe026.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\IGe026.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
IGNIS1ab3.jpg,.jpg,0.113,118481,cms.suzukihyperlocal.com\IGNIS1ab3.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\IGNIS1ab3.jpg,IGNIS_ARCHIVE,Archive only,Do not publish
IGNISS6149.jpg,.jpg,1.581,1658100,cms.suzukihyperlocal.com\IGNISS6149.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\IGNISS6149.jpg,IGNIS_ARCHIVE,Archive only,Do not publish
ignissssss355b.jpg,.jpg,0.869,911163,cms.suzukihyperlocal.com\ignissssss355b.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\ignissssss355b.jpg,IGNIS_ARCHIVE,Archive only,Do not publish
IMG_20220727_212534_(1)5067.jpg,.jpg,1.12,1174256,cms.suzukihyperlocal.com\IMG_20220727_212534_(1)5067.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\IMG_20220727_212534_(1)5067.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
indikator_mobil2a51.png,.png,0.087,91324,cms.suzukihyperlocal.com\indikator_mobil2a51.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\indikator_mobil2a51.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
Ini_Cara_Mencegah_Kerusakan_Kaki-kaki_Mobil3b6a.webp,.webp,0.023,24512,cms.suzukihyperlocal.com\Ini_Cara_Mencegah_Kerusakan_Kaki-kaki_Mobil3b6a.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Ini_Cara_Mencegah_Kerusakan_Kaki-kaki_Mobil3b6a.webp,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
Intake-Manifold380b.jpg,.jpg,0.07,73055,cms.suzukihyperlocal.com\Intake-Manifold380b.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Intake-Manifold380b.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
interiiorr1b8eb.webp,.webp,0.026,27474,cms.suzukihyperlocal.com\interiiorr1b8eb.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\interiiorr1b8eb.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
Interior-18a7c.webp,.webp,0.018,18962,cms.suzukihyperlocal.com\Interior-18a7c.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Interior-18a7c.webp,SHARED_INTERIOR,Interior,Relevant product page
Interior-2fd5b.webp,.webp,0.019,19626,cms.suzukihyperlocal.com\Interior-2fd5b.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Interior-2fd5b.webp,SHARED_INTERIOR,Interior,Relevant product page
Interior-3e0f4.webp,.webp,0.022,23142,cms.suzukihyperlocal.com\Interior-3e0f4.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Interior-3e0f4.webp,SHARED_INTERIOR,Interior,Relevant product page
Interior-467c9.webp,.webp,0.021,22364,cms.suzukihyperlocal.com\Interior-467c9.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Interior-467c9.webp,SHARED_INTERIOR,Interior,Relevant product page
Interior-57771.webp,.webp,0.02,20734,cms.suzukihyperlocal.com\Interior-57771.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Interior-57771.webp,SHARED_INTERIOR,Interior,Relevant product page
Interior-62fe6.webp,.webp,0.017,18236,cms.suzukihyperlocal.com\Interior-62fe6.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Interior-62fe6.webp,SHARED_INTERIOR,Interior,Relevant product page
Interior-77c22.webp,.webp,0.012,12522,cms.suzukihyperlocal.com\Interior-77c22.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Interior-77c22.webp,SHARED_INTERIOR,Interior,Relevant product page
Interior01_(2)-JIMNY_3-DOORS1f97.webp,.webp,0.019,19472,cms.suzukihyperlocal.com\Interior01_(2)-JIMNY_3-DOORS1f97.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Interior01_(2)-JIMNY_3-DOORS1f97.webp,JIMNY,Product/interior/exterior/color,Product page + catalog
Interior02_(2)-JIMNY_3-DOORS8177.webp,.webp,0.023,24276,cms.suzukihyperlocal.com\Interior02_(2)-JIMNY_3-DOORS8177.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Interior02_(2)-JIMNY_3-DOORS8177.webp,JIMNY,Product/interior/exterior/color,Product page + catalog
Interior03_(2)-JIMNY_3-DOORSbbfe.webp,.webp,0.025,26300,cms.suzukihyperlocal.com\Interior03_(2)-JIMNY_3-DOORSbbfe.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Interior03_(2)-JIMNY_3-DOORSbbfe.webp,JIMNY,Product/interior/exterior/color,Product page + catalog
Interior04_(1)-JIMNY_3-DOORS4895.webp,.webp,0.018,18728,cms.suzukihyperlocal.com\Interior04_(1)-JIMNY_3-DOORS4895.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Interior04_(1)-JIMNY_3-DOORS4895.webp,JIMNY,Product/interior/exterior/color,Product page + catalog
Interior05_(1)1bc9.webp,.webp,0.022,22864,cms.suzukihyperlocal.com\Interior05_(1)1bc9.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Interior05_(1)1bc9.webp,SHARED_INTERIOR,Interior,Relevant product page
interior20d3f.webp,.webp,0.015,15964,cms.suzukihyperlocal.com\interior20d3f.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\interior20d3f.webp,SHARED_INTERIOR,Interior,Relevant product page
interior3215d.webp,.webp,0.026,27136,cms.suzukihyperlocal.com\interior3215d.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\interior3215d.webp,SHARED_INTERIOR,Interior,Relevant product page
interior40013.webp,.webp,0.019,19658,cms.suzukihyperlocal.com\interior40013.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\interior40013.webp,SHARED_INTERIOR,Interior,Relevant product page
Interior5a6a.webp,.webp,0.018,18966,cms.suzukihyperlocal.com\Interior5a6a.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Interior5a6a.webp,SHARED_INTERIOR,Interior,Relevant product page
interior7e2fe.webp,.webp,0.022,23048,cms.suzukihyperlocal.com\interior7e2fe.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\interior7e2fe.webp,SHARED_INTERIOR,Interior,Relevant product page
interior8d4d5.webp,.webp,0.025,26454,cms.suzukihyperlocal.com\interior8d4d5.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\interior8d4d5.webp,SHARED_INTERIOR,Interior,Relevant product page
interiorrr03e5c0.webp,.webp,0.196,205592,cms.suzukihyperlocal.com\interiorrr03e5c0.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\interiorrr03e5c0.webp,SHARED_INTERIOR,Interior,Relevant product page
interiorrr044c17.webp,.webp,0.31,325280,cms.suzukihyperlocal.com\interiorrr044c17.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\interiorrr044c17.webp,SHARED_INTERIOR,Interior,Relevant product page
Interior_1-JIMNY_5-DOORS0ec6.webp,.webp,0.003,3502,cms.suzukihyperlocal.com\Interior_1-JIMNY_5-DOORS0ec6.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Interior_1-JIMNY_5-DOORS0ec6.webp,JIMNY_5,Product/interior/exterior/color,Product page + catalog
Interior_2-JIMNY_5-DOORS3999.webp,.webp,0.007,7454,cms.suzukihyperlocal.com\Interior_2-JIMNY_5-DOORS3999.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Interior_2-JIMNY_5-DOORS3999.webp,JIMNY_5,Product/interior/exterior/color,Product page + catalog
Interior_3-JIMNY_5-DOORS71d6.webp,.webp,0.005,5582,cms.suzukihyperlocal.com\Interior_3-JIMNY_5-DOORS71d6.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Interior_3-JIMNY_5-DOORS71d6.webp,JIMNY_5,Product/interior/exterior/color,Product page + catalog
Interior_4-JIMNY_5-DOORS5857.webp,.webp,0.005,4956,cms.suzukihyperlocal.com\Interior_4-JIMNY_5-DOORS5857.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Interior_4-JIMNY_5-DOORS5857.webp,JIMNY_5,Product/interior/exterior/color,Product page + catalog
Interior_5-JIMNY_5-DOORS9e39.webp,.webp,0.006,5850,cms.suzukihyperlocal.com\Interior_5-JIMNY_5-DOORS9e39.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Interior_5-JIMNY_5-DOORS9e39.webp,JIMNY_5,Product/interior/exterior/color,Product page + catalog
Interior_6-JIMNY_5-DOORS436f.webp,.webp,0.007,7184,cms.suzukihyperlocal.com\Interior_6-JIMNY_5-DOORS436f.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Interior_6-JIMNY_5-DOORS436f.webp,JIMNY_5,Product/interior/exterior/color,Product page + catalog
Interior_7-JIMNY_5-DOORSba04.webp,.webp,0.008,8380,cms.suzukihyperlocal.com\Interior_7-JIMNY_5-DOORSba04.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Interior_7-JIMNY_5-DOORSba04.webp,JIMNY_5,Product/interior/exterior/color,Product page + catalog
Interior_8-JIMNY_5-DOORS59ea.webp,.webp,0.005,5088,cms.suzukihyperlocal.com\Interior_8-JIMNY_5-DOORS59ea.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Interior_8-JIMNY_5-DOORS59ea.webp,JIMNY_5,Product/interior/exterior/color,Product page + catalog
interiot627d3.webp,.webp,0.022,23402,cms.suzukihyperlocal.com\interiot627d3.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\interiot627d3.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
Jenis_Pintu_Mobil_Dealer_Suzuki99f6.jpg,.jpg,0.362,379447,cms.suzukihyperlocal.com\Jenis_Pintu_Mobil_Dealer_Suzuki99f6.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Jenis_Pintu_Mobil_Dealer_Suzuki99f6.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
jenis_sim_dealer_suzukiee2a.jpg,.jpg,0.06,63333,cms.suzukihyperlocal.com\jenis_sim_dealer_suzukiee2a.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\jenis_sim_dealer_suzukiee2a.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
kabel_busi_mobil_dealer_suzuki6404.png,.png,0.244,256296,cms.suzukihyperlocal.com\kabel_busi_mobil_dealer_suzuki6404.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\kabel_busi_mobil_dealer_suzuki6404.png,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
kartini-2c177.jpg,.jpg,0.46,482540,cms.suzukihyperlocal.com\kartini-2c177.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\kartini-2c177.jpg,ARTICLE_OR_PROMO_ARCHIVE,Legacy article/promo asset,Archive; use only when content is intentionally republished
kilas-balik-suzuki-indonesia-2020-tetap-pacu-kinerja-meski-pandemi-melanda067f.jpg,.jpg,0.356,373690,cms.suzukihyperlocal.com\kilas-balik-suzuki-indonesia-2020-tetap-pacu-kinerja-meski-pandemi-melanda067f.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\kilas-balik-suzuki-indonesia-2020-tetap-pacu-kinerja-meski-pandemi-melanda067f.jpg,ARTICLE_OR_PROMO_ARCHIVE,Legacy article/promo asset,Archive; use only when content is intentionally republished
kinetic_yellow-JIMNY_3-DOORS5318.webp,.webp,0.034,35854,cms.suzukihyperlocal.com\kinetic_yellow-JIMNY_3-DOORS5318.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\kinetic_yellow-JIMNY_3-DOORS5318.webp,JIMNY,Product/interior/exterior/color,Product page + catalog
KOMITMEN8064.jpg,.jpg,0.568,595232,cms.suzukihyperlocal.com\KOMITMEN8064.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\KOMITMEN8064.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
komponen_mobil_manual_dealer_suzuki26ad.png,.png,0.164,172191,cms.suzukihyperlocal.com\komponen_mobil_manual_dealer_suzuki26ad.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\komponen_mobil_manual_dealer_suzuki26ad.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
kontes-modifikasi-digital-suzuki-terus-berinovasi-berakhir-inilah-para-pemenangnya85dd.jpg,.jpg,0.287,300935,cms.suzukihyperlocal.com\kontes-modifikasi-digital-suzuki-terus-berinovasi-berakhir-inilah-para-pemenangnya85dd.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\kontes-modifikasi-digital-suzuki-terus-berinovasi-berakhir-inilah-para-pemenangnya85dd.jpg,ARTICLE_OR_PROMO_ARCHIVE,Legacy article/promo asset,Archive; use only when content is intentionally republished
lokasi_latihan_mobil_dealer_suzuki3db1.png,.png,0.291,304647,cms.suzukihyperlocal.com\lokasi_latihan_mobil_dealer_suzuki3db1.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\lokasi_latihan_mobil_dealer_suzuki3db1.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
loker-1ed69.jpg,.jpg,0.483,506639,cms.suzukihyperlocal.com\loker-1ed69.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\loker-1ed69.jpg,ARTICLE_OR_PROMO_ARCHIVE,Legacy article/promo asset,Archive; use only when content is intentionally republished
loker-20d07.jpg,.jpg,0.211,221107,cms.suzukihyperlocal.com\loker-20d07.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\loker-20d07.jpg,ARTICLE_OR_PROMO_ARCHIVE,Legacy article/promo asset,Archive; use only when content is intentionally republished
LOKER410f.jpg,.jpg,0.367,384386,cms.suzukihyperlocal.com\LOKER410f.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\LOKER410f.jpg,ARTICLE_OR_PROMO_ARCHIVE,Legacy article/promo asset,Archive; use only when content is intentionally republished
manfaat_mobil_listrik_dealer_suzuki4687.png,.png,0.203,213320,cms.suzukihyperlocal.com\manfaat_mobil_listrik_dealer_suzuki4687.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\manfaat_mobil_listrik_dealer_suzuki4687.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
masker1b3dc.jpg,.jpg,0.14,146309,cms.suzukihyperlocal.com\masker1b3dc.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\masker1b3dc.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
mechanic-hand-checking-fixing-broken-car-car-service-garage_146671-19718177b.jpg,.jpg,0.076,80179,cms.suzukihyperlocal.com\mechanic-hand-checking-fixing-broken-car-car-service-garage_146671-19718177b.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\mechanic-hand-checking-fixing-broken-car-car-service-garage_146671-19718177b.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
medium_grey-JIMNY_3-DOORS5cac.webp,.webp,0.033,34870,cms.suzukihyperlocal.com\medium_grey-JIMNY_3-DOORS5cac.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\medium_grey-JIMNY_3-DOORS5cac.webp,JIMNY,Product/interior/exterior/color,Product page + catalog
mekanik-Handalcf74.jpg,.jpg,0.256,268821,cms.suzukihyperlocal.com\mekanik-Handalcf74.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\mekanik-Handalcf74.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
Mello-Deep-Red-ALL_NEW_ERTIGAd3d4.webp,.webp,0.055,57182,cms.suzukihyperlocal.com\Mello-Deep-Red-ALL_NEW_ERTIGAd3d4.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Mello-Deep-Red-ALL_NEW_ERTIGAd3d4.webp,ERTIGA_HYBRID,Product/color/interior,Product page + catalog
menderek_mobil_mogok_dealer_suzuki972c.png,.png,0.121,126901,cms.suzukihyperlocal.com\menderek_mobil_mogok_dealer_suzuki972c.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\menderek_mobil_mogok_dealer_suzuki972c.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
mengatasi_storing_audio_mobil_dealer_suzukib152.jpg,.jpg,0.078,81926,cms.suzukihyperlocal.com\mengatasi_storing_audio_mobil_dealer_suzukib152.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\mengatasi_storing_audio_mobil_dealer_suzukib152.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
mengemudi_dijalan_becek8bd7.jpg,.jpg,0.141,148161,cms.suzukihyperlocal.com\mengemudi_dijalan_becek8bd7.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\mengemudi_dijalan_becek8bd7.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
menjaga-mobil-agar-tetap-amanc114.jpg,.jpg,0.06,62983,cms.suzukihyperlocal.com\menjaga-mobil-agar-tetap-amanc114.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\menjaga-mobil-agar-tetap-amanc114.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
merawat-pintu-mobil34bc.jpg,.jpg,0.046,48003,cms.suzukihyperlocal.com\merawat-pintu-mobil34bc.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\merawat-pintu-mobil34bc.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
Metalic-Magma-Gray-Primary-ALL_NEW_ERTIGAa908.webp,.webp,0.054,56820,cms.suzukihyperlocal.com\Metalic-Magma-Gray-Primary-ALL_NEW_ERTIGAa908.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Metalic-Magma-Gray-Primary-ALL_NEW_ERTIGAa908.webp,ERTIGA_HYBRID,Product/color/interior,Product page + catalog
minyak-rem1edd.jpg,.jpg,0.041,42971,cms.suzukihyperlocal.com\minyak-rem1edd.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\minyak-rem1edd.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
minyak_rem_dealer_suzuki081a.png,.png,0.252,264447,cms.suzukihyperlocal.com\minyak_rem_dealer_suzuki081a.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\minyak_rem_dealer_suzuki081a.png,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
mobil-suzuki-produksi-2021-kini-dilengkapi-alat-pemadam-api-ringan_thumb22aa.png,.png,0.066,69438,cms.suzukihyperlocal.com\mobil-suzuki-produksi-2021-kini-dilengkapi-alat-pemadam-api-ringan_thumb22aa.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\mobil-suzuki-produksi-2021-kini-dilengkapi-alat-pemadam-api-ringan_thumb22aa.png,ARTICLE_MEDIA,Article image,Blog/SEO article
MOBILE50a2.jpg,.jpg,0.909,953315,cms.suzukihyperlocal.com\MOBILE50a2.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\MOBILE50a2.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
mobl_berwarna_hitam_xl7_dealer_suzuki7ed5.png,.png,0.417,437610,cms.suzukihyperlocal.com\mobl_berwarna_hitam_xl7_dealer_suzuki7ed5.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\mobl_berwarna_hitam_xl7_dealer_suzuki7ed5.png,XL7_HYBRID,Product asset,Homepage hero + product page
New-Prime-Graphite-Grey-NEW_CARRY_PICK-UP6209.webp,.webp,0.044,46092,cms.suzukihyperlocal.com\New-Prime-Graphite-Grey-NEW_CARRY_PICK-UP6209.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\New-Prime-Graphite-Grey-NEW_CARRY_PICK-UP6209.webp,NEW_CARRY,Product/color,Product page + catalog
NKRI-22234.jpg,.jpg,0.197,206990,cms.suzukihyperlocal.com\NKRI-22234.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\NKRI-22234.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
off-road-tire-on-car-extreme-sport-SBI-30109074287fc.jpg,.jpg,0.146,153003,cms.suzukihyperlocal.com\off-road-tire-on-car-extreme-sport-SBI-30109074287fc.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\off-road-tire-on-car-extreme-sport-SBI-30109074287fc.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
pajak_progresif_dealer_suzukiab47.jpg,.jpg,0.047,48959,cms.suzukihyperlocal.com\pajak_progresif_dealer_suzukiab47.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\pajak_progresif_dealer_suzukiab47.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
PAKET-SERVIS-ARUS-BALIK5569.jpg,.jpg,1.316,1379748,cms.suzukihyperlocal.com\PAKET-SERVIS-ARUS-BALIK5569.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\PAKET-SERVIS-ARUS-BALIK5569.jpg,ARTICLE_OR_PROMO_ARCHIVE,Legacy article/promo asset,Archive; use only when content is intentionally republished
paket-servis6cff.jpg,.jpg,0.234,245362,cms.suzukihyperlocal.com\paket-servis6cff.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\paket-servis6cff.jpg,ARTICLE_OR_PROMO_ARCHIVE,Legacy article/promo asset,Archive; use only when content is intentionally republished
parkir_mobil_matic_dealer_suzukie6e1.png,.png,0.081,85292,cms.suzukihyperlocal.com\parkir_mobil_matic_dealer_suzukie6e1.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\parkir_mobil_matic_dealer_suzukie6e1.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
Pearl-Snow-White-ALL_NEW_ERTIGA34e4.webp,.webp,0.054,56596,cms.suzukihyperlocal.com\Pearl-Snow-White-ALL_NEW_ERTIGA34e4.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Pearl-Snow-White-ALL_NEW_ERTIGA34e4.webp,ERTIGA_HYBRID,Product/color/interior,Product page + catalog
pearl-snow-white-SGX1d7b.png,.png,0.43,450757,cms.suzukihyperlocal.com\pearl-snow-white-SGX1d7b.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\pearl-snow-white-SGX1d7b.png,FRONX,Exterior/color/variant,Product page + catalog
pearl_pure_white-JIMNY_3-DOORSf4bb.webp,.webp,0.034,35450,cms.suzukihyperlocal.com\pearl_pure_white-JIMNY_3-DOORSf4bb.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\pearl_pure_white-JIMNY_3-DOORSf4bb.webp,JIMNY,Product/interior/exterior/color,Product page + catalog
PEARL_SNOW_WHITE-CRUISEa509.webp,.webp,0.096,100474,cms.suzukihyperlocal.com\PEARL_SNOW_WHITE-CRUISEa509.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\PEARL_SNOW_WHITE-CRUISEa509.webp,FRONX,Exterior/color/variant,Product page + catalog
